timestamp,neartime,r_x,r_y,r_z,x,y
1573094132.907032,1573094132.923328,60.49384307861328,-40.767181396484375,61.999088287353516,583.0,158.0
1573094132.977676,1573094132.981117,61.448204040527344,-41.03057861328125,62.4757080078125,581.0,159.0
1573094133.124609,1573094133.127321,59.37616729736328,-39.970436096191406,61.73917007446289,571.0,156.0
1573094133.1879132,1573094133.209886,60.8596305847168,-40.62565994262695,62.05811309814453,569.0,156.0
1573094133.288215,1573094133.322763,57.250335693359375,-38.84516143798828,61.490455627441406,549.0,151.0
1573094133.415148,1573094133.390316,57.576820373535156,-38.12412643432617,60.46988296508789,542.0,143.0
1573094133.7156231,1573094133.732005,52.25358200073242,-31.580101013183594,61.481666564941406,509.0,129.0
1573094133.812246,1573094133.783487,51.6147575378418,-30.550762176513672,61.75894546508789,501.0,127.0
1573094133.904942,1573094133.926569,49.19072723388672,-28.966651916503906,62.173648834228516,491.0,129.0
1573094133.985263,1573094133.992024,48.46565246582031,-29.14656639099121,62.15153121948242,485.0,133.0
1573094134.114065,1573094134.115245,45.25397872924805,-28.117937088012695,62.13718795776367,467.0,134.0
1573094134.21379,1573094134.186406,44.39934539794922,-28.044300079345703,61.24115753173828,455.0,142.0
1573094134.316426,1573094134.314977,41.154624938964844,-27.64203453063965,61.19171142578125,436.0,141.0
1573094134.3815222,1573094134.381701,38.26163864135742,-27.560680389404297,61.19171142578125,434.0,149.0
1573094134.502846,1573094134.524431,35.338172912597656,-27.538721084594727,60.94003677368164,413.0,150.0
1573094134.5788789,1573094134.585753,31.854320526123047,-27.28293228149414,60.384700775146484,409.0,156.0
1573094134.702863,1573094134.718782,28.649818420410156,-27.052173614501953,61.8314323425293,383.0,141.0
1573094134.7863948,1573094134.791619,27.58431625366211,-26.54297637939453,61.806575775146484,389.0,161.0
1573094134.910969,1573094134.916122,25.84004783630371,-26.108036041259766,61.606910705566406,387.0,165.0
1573094134.979487,1573094134.987062,25.19978904724121,-26.06463623046875,61.609954833984375,385.0,164.0
1573094135.11066,1573094135.115232,24.920869827270508,-25.52001953125,61.84976577758789,373.0,154.0
1573094135.211207,1573094135.18562,24.506032943725586,-25.490690231323242,61.477333068847656,367.0,169.0
1573094135.3017151,1573094135.332911,23.688180923461914,-25.769123077392578,61.6430549621582,360.0,169.0
1573094135.52058,1573094135.519233,22.77739715576172,-26.303768157958984,61.21794891357422,365.0,185.0
1573094135.575997,1573094135.582974,22.611957550048828,-26.94662857055664,61.21794891357422,360.0,192.0
1573094135.7240481,1573094135.720628,21.739276885986328,-28.699092864990234,59.991981506347656,355.0,196.0
1573094135.813931,1573094135.781672,21.546018600463867,-28.72814178466797,59.631797790527344,353.0,195.0
1573094135.901661,1573094135.934383,21.377626419067383,-29.832462310791016,59.862579345703125,354.0,195.0
1573094135.9649491,1573094135.980608,21.056720733642578,-30.368762969970703,59.740447998046875,351.0,196.0
1573094136.110814,1573094136.118026,21.48499870300293,-30.666934967041016,59.64399719238281,353.0,196.0
1573094136.2175019,1573094136.193356,21.494007110595703,-30.380876541137695,59.285091400146484,350.0,196.0
1573094136.381097,1573094136.382295,20.81106948852539,-30.356365203857422,59.77417755126953,353.0,206.0
1573094136.511599,1573094136.514575,20.79431915283203,-30.345897674560547,59.202301025390625,352.0,201.0
1573094136.612682,1573094136.588692,20.60322380065918,-30.406709671020508,59.36689758300781,350.0,201.0
1573094136.808776,1573094136.783501,20.88009262084961,-30.125179290771484,59.562808990478516,345.0,204.0
1573094136.9805179,1573094136.984733,19.76142692565918,-29.817485809326172,59.135520935058594,389.0,231.0
1573094137.3173368,1573094137.320394,16.452625274658203,-27.350746154785156,57.103179931640625,321.0,248.0
1573094137.376893,1573094137.381662,16.452625274658203,-27.350746154785156,56.94814682006836,295.0,253.0
1573094137.498218,1573094137.529281,13.036600112915039,-25.04572296142578,55.23053741455078,286.0,256.0
1573094137.701108,1573094137.714194,11.199250221252441,-21.569629669189453,50.29173278808594,272.0,262.0
1573094137.921311,1573094137.920026,9.17233657836914,-21.339845657348633,47.83783721923828,256.0,262.0
1573094138.0068529,1573094137.982831,9.17233657836914,-21.339845657348633,47.83783721923828,243.0,253.0
1573094138.095163,1573094138.124826,8.587597846984863,-21.803260803222656,47.83783721923828,240.0,254.0
1573094138.21128,1573094138.180487,8.048797607421875,-22.144634246826172,48.007408142089844,234.0,247.0
1573094138.3027859,1573094138.327457,7.80360746383667,-21.643980026245117,47.94363784790039,240.0,247.0
1573094138.3925712,1573094138.387098,7.647821426391602,-21.07118797302246,47.92213439941406,230.0,247.0
1573094138.5054882,1573094138.51657,7.585280418395996,-20.610164642333984,47.943206787109375,234.0,249.0
1573094138.78316,1573094138.795267,7.692238807678223,-19.75629425048828,47.94076919555664,238.0,251.0
1573094138.890411,1573094138.922319,7.820527076721191,-19.747467041015625,47.9400520324707,242.0,247.0
1573094139.114594,1573094139.114642,8.20357608795166,-19.853084564208984,47.94255447387695,244.0,245.0
1573094139.213965,1573094139.194795,8.468781471252441,-19.825895309448242,47.94300079345703,239.0,244.0
1573094139.384302,1573094139.385391,11.400545120239258,-13.490703582763672,43.98589324951172,260.0,237.0
1573094139.4994369,1573094139.515191,12.969985008239746,-12.803677558898926,40.553428649902344,248.0,210.0
1573094139.578532,1573094139.586814,13.854100227355957,-13.253897666931152,42.64806365966797,258.0,215.0
1573094139.722882,1573094139.724125,16.911537170410156,-14.191041946411133,44.93444061279297,279.0,182.0
1573094139.776453,1573094139.785075,16.59541893005371,-15.62565803527832,48.39830017089844,283.0,169.0
1573094139.9093301,1573094139.917221,17.747421264648438,-16.969532012939453,51.54620361328125,318.0,156.0
1573094140.008286,1573094139.9871,18.538761138916016,-17.538532257080078,54.921207427978516,337.0,147.0
1573094140.112303,1573094140.118482,20.352977752685547,-20.818666458129883,56.734676361083984,403.0,176.0
1573094140.217942,1573094140.186823,21.54989242553711,-21.40640640258789,59.4329948425293,356.0,137.0
1573094140.31096,1573094140.31561,23.044391632080078,-23.559173583984375,61.3991813659668,366.0,136.0
1573094140.383077,1573094140.387415,24.405284881591797,-24.353574752807617,61.63828659057617,371.0,131.0
1573094140.501792,1573094140.523609,25.063295364379883,-25.207733154296875,62.22658920288086,381.0,130.0
1573094140.580885,1573094140.584873,25.48625373840332,-25.692283630371094,62.7148323059082,380.0,129.0
1573094140.707093,1573094140.720144,25.410572052001953,-25.873947143554688,62.83720016479492,383.0,131.0
1573094140.780212,1573094140.785349,26.193092346191406,-26.10216522216797,63.124366760253906,384.0,132.0
1573094140.908275,1573094140.917687,26.046754837036133,-26.249267578125,62.43594741821289,424.0,192.0
1573094141.0100482,1573094140.981718,26.64773178100586,-26.56051254272461,61.871219635009766,393.0,146.0
1573094141.111397,1573094141.123204,25.88788604736328,-26.22981834411621,62.67790603637695,427.0,196.0
1573094141.2164571,1573094141.194337,27.105438232421875,-26.682588577270508,61.82965850830078,393.0,145.0
1573094141.300819,1573094141.323155,26.225400924682617,-26.106731414794922,62.33535385131836,384.0,136.0
1573094141.39243,1573094141.382639,26.502899169921875,-26.03112030029297,62.06296920776367,386.0,139.0
1573094141.516892,1573094141.513714,26.69610595703125,-25.995704650878906,61.823822021484375,385.0,137.0
1573094141.614712,1573094141.599894,26.00545310974121,-26.170581817626953,62.274513244628906,393.0,150.0
1573094141.688085,1573094141.717122,26.229185104370117,-26.03243064880371,62.29871368408203,434.0,201.0
1573094141.908817,1573094141.917325,26.924318313598633,-26.401100158691406,61.81297302246094,390.0,141.0
1573094142.010317,1573094141.995655,26.48659324645996,-26.450468063354492,61.75801467895508,396.0,154.0
1573094142.106807,1573094142.113755,26.798938751220703,-26.755725860595703,62.07121276855469,388.0,140.0
1573094142.209411,1573094142.199074,26.696683883666992,-26.78097915649414,61.844932556152344,391.0,136.0
1573094142.323027,1573094142.317873,26.708072662353516,-26.865367889404297,62.529441833496094,392.0,130.0
1573094142.3847609,1573094142.380676,26.878137588500977,-27.537940979003906,62.12641906738281,394.0,130.0
1573094142.512019,1573094142.532214,27.345426559448242,-27.858993530273438,62.46883010864258,396.0,130.0
1573094142.6155539,1573094142.585873,27.072139739990234,-27.867652893066406,62.219932556152344,395.0,130.0
